policy_id,vehicle_usage_type,cylinder,gross_weight,gear_box,fuel,torque,car_color,features,airbags,policy_age_months,population_density,transmission_type,manufacturer,rear_brakes,engine_type,height,car_age,policyholder_age,garage_type,region,width,annual_mileage_km,steering_type,driver_occupation,length,car_model,power,displacement,turning_radius,car_segment,safety_rating,claim
P38926,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Silver,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,96,65567,Manual,1,Drum,K Series Dual jet,1530,3 years and 6 months,28,Covered,C17,1735,25000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,30,0
P38927,Rental,4,1720,6,Diesel,250Nm@2750rpm,White,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,58,35036,Automatic,3,Disc,1.5 L U2 CRDi,1635,1 years and 0 months,24,Enclosed Parking,C18,1790,25000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,36,0
P38928,Ride-sharing,4,1410,5,Petrol,113Nm@4400rpm,Red,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",6,27,290,Automatic,1,Drum,1.2 L K Series Engine,1500,4 years and 10 months,33,Enclosed Parking,C15,1745,15000,Electric,Professional,3990,M7,88.50bhp@6000rpm,1197,4.85,B2,0,0
P38929,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,Gray,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,35,5410,Manual,1,Drum,K Series Dual jet,1530,4 years and 2 months,26,On Street,C13,1735,10000,Electric,Self-Employed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,27,0
P38930,Work and Personal,3,1185,5,CNG,60Nm@3500rpm,Unknown,"['parking_sensors', 'power_steering', 'speed_alert']",2,24,73430,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 4 months,34,Driveway,C10,1515,5000,Power,Self-Employed,3445,M1,40.36bhp@6000rpm,796,4.6,A,4,0
P38931,Commercial,4,1335,5,Petrol,113Nm@4400rpm,Red,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,76,27003,Manual,1,Drum,K Series Dual jet,1530,0 months,25,On Street,C2,1735,20000,Electric,Retired,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,29,0
P38932,Work and Personal,4,1720,6,Diesel,250Nm@2750rpm,Red,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,95,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,3 years and 10 months,29,Driveway,C8,1790,5000,Power,Student,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,37,0
P38933,Ride-sharing,4,1720,6,Diesel,250Nm@2750rpm,White,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,79,290,Automatic,3,Disc,1.5 L U2 CRDi,1635,1 years and 0 months,23,Driveway,C15,1790,5000,Power,Unemployed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,36,0
P38934,Ride-sharing,4,1510,5,CNG,85Nm@3000rpm,White,"['parking_sensors', 'speed_alert']",1,16,5410,Manual,1,Drum,G12B,1825,1 years and 4 months,30,Enclosed Parking,C13,1475,10000,Manual,Student,3675,M10,61.68bhp@6000rpm,1196,4.5,Utility,6,0
P38935,Work and Personal,4,1410,5,Petrol,113Nm@4400rpm,Red,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",6,92,8794,Automatic,1,Drum,1.2 L K Series Engine,1500,4 years and 2 months,43,Covered,C8,1745,15000,Electric,Professional,3990,M7,88.50bhp@6000rpm,1197,4.85,B2,5,0
P38936,Ride-sharing,3,1185,5,CNG,60Nm@3500rpm,Black,"['parking_sensors', 'power_steering', 'speed_alert']",2,33,4076,Manual,1,Drum,F8D Petrol Engine,1475,0 months,37,Driveway,C3,1515,15000,Power,Self-Employed,3445,M1,40.36bhp@6000rpm,796,4.6,A,1,0
P38937,Personal,4,1335,5,Petrol,113Nm@4400rpm,Black,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,14,8794,Manual,1,Drum,K Series Dual jet,1530,1 years and 4 months,30,Driveway,C8,1735,10000,Electric,Professional,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,28,0
P38938,Commercial,3,1185,5,CNG,60Nm@3500rpm,Gray,"['parking_sensors', 'power_steering', 'speed_alert']",2,37,8794,Manual,1,Drum,F8D Petrol Engine,1475,4 months,46,Enclosed Parking,C8,1515,5000,Power,Student,3445,M1,40.36bhp@6000rpm,796,4.6,A,10,0
P38939,Ride-sharing,3,1185,5,CNG,60Nm@3500rpm,Unknown,"['parking_sensors', 'power_steering', 'speed_alert']",2,48,73430,Manual,1,Drum,F8D Petrol Engine,1475,0 months,37,Enclosed Parking,C10,1515,15000,Power,Student,3445,M1,40.36bhp@6000rpm,796,4.6,A,8,0
P38940,Personal,3,1185,5,CNG,60Nm@3500rpm,Other,"['parking_sensors', 'power_steering', 'speed_alert']",2,42,7788,Manual,1,Drum,F8D Petrol Engine,1475,0 months,36,Covered,C14,1515,5000,Power,Retired,3445,M1,40.36bhp@6000rpm,796,4.6,A,9,0
P38941,Ride-sharing,4,1720,6,Diesel,250Nm@2750rpm,Unknown,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,20,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,4 years and 2 months,33,Enclosed Parking,C8,1790,10000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,36,0
P38942,Personal,3,1185,5,CNG,60Nm@3500rpm,Blue,"['parking_sensors', 'power_steering', 'speed_alert']",2,96,8794,Manual,1,Drum,F8D Petrol Engine,1475,3 years and 10 months,28,Covered,C8,1515,10000,Power,Self-Employed,3445,M1,40.36bhp@6000rpm,796,4.6,A,9,0
P38943,Personal,4,1051,5,Diesel,200Nm@1750rpm,Black,"['adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,87,8794,Manual,5,Drum,i-DTEC,1501,1 years and 0 months,42,Driveway,C8,1695,10000,Electric,Student,3995,M9,97.89bhp@3600rpm,1498,4.9,C1,40,0
P38944,Personal,4,1720,6,Diesel,250Nm@2750rpm,Silver,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,89,4076,Automatic,3,Disc,1.5 L U2 CRDi,1635,3 years and 1 months,26,Enclosed Parking,C3,1790,15000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,33,0
P38945,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,Black,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,42,4076,Manual,1,Drum,K Series Dual jet,1530,3 years and 6 months,32,Driveway,C3,1735,25000,Electric,Student,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,20,0
P38946,Rental,3,1340,5,CNG,82.1Nm@3400rpm,Red,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,19,34738,Manual,1,Drum,K10C,1675,1 years and 0 months,23,Covered,C5,1620,5000,Power,Retired,3655,M8,55.92bhp@5300rpm,998,4.7,B1,30,0
P38947,Commercial,4,1335,5,Petrol,113Nm@4400rpm,White,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,55,8794,Manual,1,Drum,K Series Dual jet,1530,1 years and 4 months,23,Driveway,C8,1735,10000,Electric,Unemployed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,27,0
P38948,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,White,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,70,27003,Manual,1,Drum,K Series Dual jet,1530,5 years and 3 months,49,Driveway,C2,1735,15000,Electric,Professional,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,25,0
P38949,Personal,3,1185,5,CNG,60Nm@3500rpm,Black,"['parking_sensors', 'power_steering', 'speed_alert']",2,43,4076,Manual,1,Drum,F8D Petrol Engine,1475,4 months,53,Covered,C3,1515,15000,Power,Professional,3445,M1,40.36bhp@6000rpm,796,4.6,A,8,0
P38950,Work and Personal,3,1185,5,CNG,60Nm@3500rpm,Gray,"['parking_sensors', 'power_steering', 'speed_alert']",2,7,4076,Manual,1,Drum,F8D Petrol Engine,1475,8 months,36,Driveway,C3,1515,15000,Power,Student,3445,M1,40.36bhp@6000rpm,796,4.6,A,2,0
P38951,Rental,4,1335,5,Petrol,113Nm@4400rpm,Red,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,85,8794,Manual,1,Drum,K Series Dual jet,1530,4 months,36,Driveway,C8,1735,5000,Electric,Professional,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,21,1
P38952,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,Black,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,82,4076,Manual,1,Drum,K Series Dual jet,1530,3 years and 6 months,47,Driveway,C3,1735,10000,Electric,Self-Employed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,24,0
P38953,Ride-sharing,3,1155,5,Petrol,91Nm@4250rpm,Other,"['parking_camera', 'power_door_locks', 'central_locking', 'power_steering', 'day_night_mirror', 'ecw', 'speed_alert']",2,75,8794,Automatic,2,Drum,1.0 SCe,1490,4 years and 2 months,28,Enclosed Parking,C8,1579,15000,Electric,Student,3731,M3,67.06bhp@5500rpm,999,5.0,A,30,0
P38954,Work and Personal,3,1185,5,CNG,60Nm@3500rpm,Black,"['parking_sensors', 'power_steering', 'speed_alert']",2,3,4076,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 0 months,40,Enclosed Parking,C3,1515,5000,Power,Student,3445,M1,40.36bhp@6000rpm,796,4.6,A,9,0
P38955,Personal,4,1720,6,Diesel,250Nm@2750rpm,Black,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,87,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,1 years and 0 months,50,Covered,C8,1790,25000,Power,Professional,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,40,1
P38956,Commercial,3,1340,5,CNG,82.1Nm@3400rpm,Blue,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,87,34791,Manual,1,Drum,K10C,1675,1 years and 9 months,23,Driveway,C12,1620,20000,Power,Student,3655,M8,55.92bhp@5300rpm,998,4.7,B1,27,0
P38957,Commercial,4,1490,5,Diesel,200Nm@3000rpm,Red,"['adjustable_steering', 'parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,9,16733,Manual,4,Drum,1.5 Turbocharged Revotorq,1523,4 months,31,Covered,C22,1755,20000,Electric,Unemployed,3990,M5,88.77bhp@4000rpm,1497,5.0,B2,53,0
P38958,Commercial,3,1185,5,CNG,60Nm@3500rpm,Blue,"['parking_sensors', 'power_steering', 'speed_alert']",2,9,4076,Manual,1,Drum,F8D Petrol Engine,1475,4 months,27,Enclosed Parking,C3,1515,10000,Power,Unemployed,3445,M1,40.36bhp@6000rpm,796,4.6,A,5,0
P38959,Personal,4,1720,6,Diesel,250Nm@2750rpm,Unknown,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,99,27003,Automatic,3,Disc,1.5 L U2 CRDi,1635,2 years and 9 months,38,On Street,C2,1790,25000,Power,Professional,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,35,0
P38960,Rental,4,1410,5,Petrol,113Nm@4400rpm,Silver,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",6,50,27742,Automatic,1,Drum,1.2 L K Series Engine,1500,4 years and 10 months,38,Driveway,C19,1745,10000,Electric,Student,3990,M7,88.50bhp@6000rpm,1197,4.85,B2,7,0
P38961,Ride-sharing,4,1720,6,Diesel,250Nm@2750rpm,Gray,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,56,6112,Automatic,3,Disc,1.5 L U2 CRDi,1635,3 years and 6 months,36,Covered,C7,1790,25000,Power,Unemployed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,33,0
P38962,Personal,4,1720,6,Diesel,250Nm@2750rpm,Unknown,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,0,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,6 years and 7 months,37,Covered,C8,1790,10000,Power,Self-Employed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,40,0
P38963,Commercial,3,1185,5,CNG,60Nm@3500rpm,Blue,"['parking_sensors', 'power_steering', 'speed_alert']",2,26,8794,Manual,1,Drum,F8D Petrol Engine,1475,4 months,43,Driveway,C8,1515,20000,Power,Unemployed,3445,M1,40.36bhp@6000rpm,796,4.6,A,6,0
P38964,Ride-sharing,4,1510,5,CNG,85Nm@3000rpm,Black,"['parking_sensors', 'speed_alert']",1,1,8794,Manual,1,Drum,G12B,1825,0 months,30,On Street,C8,1475,15000,Manual,Retired,3675,M10,61.68bhp@6000rpm,1196,4.5,Utility,8,0
P38965,Work and Personal,4,1335,5,Petrol,113Nm@4400rpm,Blue,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,70,34738,Manual,1,Drum,K Series Dual jet,1530,2 years and 1 months,32,Driveway,C5,1735,15000,Electric,Professional,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,21,0
P38966,Commercial,3,1155,5,Petrol,91Nm@4250rpm,Black,"['parking_camera', 'power_door_locks', 'central_locking', 'power_steering', 'day_night_mirror', 'ecw', 'speed_alert']",2,45,27003,Automatic,2,Drum,1.0 SCe,1490,3 years and 1 months,47,Driveway,C2,1579,15000,Electric,Professional,3731,M3,67.06bhp@5500rpm,999,5.0,A,29,1
P38967,Personal,3,1185,5,CNG,60Nm@3500rpm,Red,"['parking_sensors', 'power_steering', 'speed_alert']",2,14,34738,Manual,1,Drum,F8D Petrol Engine,1475,4 months,23,Driveway,C5,1515,25000,Power,Self-Employed,3445,M1,40.36bhp@6000rpm,796,4.6,A,8,0
P38968,Work and Personal,4,1410,5,Petrol,113Nm@4400rpm,White,"['esc', 'adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",6,97,27003,Automatic,1,Drum,1.2 L K Series Engine,1500,5 years and 7 months,44,Enclosed Parking,C2,1745,15000,Electric,Retired,3990,M7,88.50bhp@6000rpm,1197,4.85,B2,1,0
P38969,Personal,3,1185,5,CNG,60Nm@3500rpm,Silver,"['parking_sensors', 'power_steering', 'speed_alert']",2,16,34738,Manual,1,Drum,F8D Petrol Engine,1475,8 months,43,Enclosed Parking,C5,1515,25000,Power,Professional,3445,M1,40.36bhp@6000rpm,796,4.6,A,9,0
P38970,Ride-sharing,4,1051,5,Diesel,200Nm@1750rpm,Silver,"['adjustable_steering', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_defogger', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,104,4076,Manual,5,Drum,i-DTEC,1501,3 years and 6 months,36,Enclosed Parking,C3,1695,25000,Electric,Retired,3995,M9,97.89bhp@3600rpm,1498,4.9,C1,41,0
P38971,Work and Personal,4,1720,6,Diesel,250Nm@2750rpm,Red,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,85,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,5 years and 3 months,46,On Street,C8,1790,25000,Power,Retired,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,31,0
P38972,Ride-sharing,4,1335,5,Petrol,113Nm@4400rpm,Red,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,88,27003,Manual,1,Drum,K Series Dual jet,1530,1 years and 0 months,30,On Street,C2,1735,25000,Electric,Retired,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,30,0
P38973,Work and Personal,3,1185,5,CNG,60Nm@3500rpm,Silver,"['parking_sensors', 'power_steering', 'speed_alert']",2,65,27003,Manual,1,Drum,F8D Petrol Engine,1475,3 years and 1 months,30,Covered,C2,1515,10000,Power,Self-Employed,3445,M1,40.36bhp@6000rpm,796,4.6,A,0,0
P38974,Commercial,3,1340,5,CNG,82.1Nm@3400rpm,Gray,"['parking_sensors', 'power_door_locks', 'central_locking', 'power_steering', 'ecw', 'speed_alert']",2,17,4076,Manual,1,Drum,K10C,1675,3 years and 6 months,34,Covered,C3,1620,25000,Power,Retired,3655,M8,55.92bhp@5300rpm,998,4.7,B1,21,0
P38975,Rental,3,1155,5,Petrol,91Nm@4250rpm,Gray,"['parking_camera', 'power_door_locks', 'central_locking', 'power_steering', 'day_night_mirror', 'ecw', 'speed_alert']",2,6,290,Automatic,2,Drum,1.0 SCe,1490,8 months,33,Enclosed Parking,C15,1579,10000,Electric,Unemployed,3731,M3,67.06bhp@5500rpm,999,5.0,A,21,0
P38976,Rental,4,1720,6,Diesel,250Nm@2750rpm,Blue,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,71,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,3 years and 1 months,29,Covered,C8,1790,15000,Power,Unemployed,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,37,0
P38977,Rental,4,1335,5,Petrol,113Nm@4400rpm,Unknown,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,95,6108,Manual,1,Drum,K Series Dual jet,1530,1 years and 4 months,37,Covered,C11,1735,10000,Electric,Professional,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,22,1
P38978,Personal,4,1720,6,Diesel,250Nm@2750rpm,White,"['esc', 'adjustable_steering', 'tpms', 'parking_sensors', 'parking_camera', 'front_fog_lights', 'rear_wiper', 'rear_washer', 'rear_defogger', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'ecw', 'speed_alert']",6,91,8794,Automatic,3,Disc,1.5 L U2 CRDi,1635,2 years and 9 months,57,On Street,C8,1790,15000,Power,Student,4300,M4,113.45bhp@4000rpm,1493,5.2,C2,40,0
P38979,Commercial,4,1335,5,Petrol,113Nm@4400rpm,Black,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,1,17804,Manual,1,Drum,K Series Dual jet,1530,3 years and 10 months,53,Driveway,C9,1735,10000,Electric,Self-Employed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,27,0
P38980,Commercial,3,1185,5,CNG,60Nm@3500rpm,Blue,"['parking_sensors', 'power_steering', 'speed_alert']",2,20,34738,Manual,1,Drum,F8D Petrol Engine,1475,1 years and 9 months,29,On Street,C5,1515,10000,Power,Unemployed,3445,M1,40.36bhp@6000rpm,796,4.6,A,3,0
P38981,Rental,4,1335,5,Petrol,113Nm@4400rpm,Gray,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,9,5410,Manual,1,Drum,K Series Dual jet,1530,3 years and 6 months,29,Enclosed Parking,C13,1735,20000,Electric,Self-Employed,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,30,0
P38982,Commercial,4,1335,5,Petrol,113Nm@4400rpm,Gray,"['adjustable_steering', 'parking_sensors', 'front_fog_lights', 'brake_assist', 'power_door_locks', 'central_locking', 'power_steering', 'driver_seat_adjustable', 'day_night_mirror', 'ecw', 'speed_alert']",2,4,6112,Manual,1,Drum,K Series Dual jet,1530,1 years and 9 months,24,On Street,C7,1735,10000,Electric,Student,3845,M6,88.50bhp@6000rpm,1197,4.8,B2,22,0
